Producto,Categoría,Cantidad,Precio Total,Fecha
"Galletas Festival Chocolate","Snacks",12,1307300.00,"2026-01-25 01:02:00"
"Chocolate Jet 50g","Snacks",3,1307300.00,"2026-01-25 01:02:00"
"Chiclets Adams x3","Snacks",3,1307300.00,"2026-01-25 01:02:00"
"Chocoramo","Snacks",7,1307300.00,"2026-01-25 01:02:00"
"Aceite Girasol 1L","Basicos hogar",8,1307300.00,"2026-01-25 01:02:00"
"Azucar Manuelita 1Kg","Basicos hogar",12,1307300.00,"2026-01-25 01:02:00"
"Sal Refisal 1Kg","Basicos hogar",3,1307300.00,"2026-01-25 01:02:00"
"Cafe Sello Rojo 250g","Basicos hogar",12,1307300.00,"2026-01-25 01:02:00"
"Panela redonda 500g","Basicos hogar",4,1307300.00,"2026-01-25 01:02:00"
"Huevos x30 unidades","Basicos hogar",8,1307300.00,"2026-01-25 01:02:00"
"Arroz Diana 1Kg","Granos y cereales",3,951900.00,"2026-01-24 00:33:00"
"Arroz Roa 5Kg","Granos y cereales",6,951900.00,"2026-01-24 00:33:00"
"Lentejas 500g","Granos y cereales",8,951900.00,"2026-01-24 00:33:00"
"Frijol rojo 500g","Granos y cereales",5,951900.00,"2026-01-24 00:33:00"
"Avena Quaker 400g","Granos y cereales",3,951900.00,"2026-01-24 00:33:00"
"Pasta Doria Espagueti 250g","Granos y cereales",11,951900.00,"2026-01-24 00:33:00"
"Harina de Trigo 1Kg","Granos y cereales",4,951900.00,"2026-01-24 00:33:00"
"Leche Alqueria Entera 1L","Lacteos",3,951900.00,"2026-01-24 00:33:00"
"Leche Colanta Deslactosada 1L","Lacteos",12,951900.00,"2026-01-24 00:33:00"
"Yogurt Alpina 1L","Lacteos",8,951900.00,"2026-01-24 00:33:00"
"Queso Campesino 500g","Lacteos",3,951900.00,"2026-01-24 00:33:00"
"Coca-Cola 350ml","Bebidas",6,951900.00,"2026-01-24 00:33:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",12,951900.00,"2026-01-24 00:33:00"
"Agua Cristal 600ml","Bebidas",7,951900.00,"2026-01-24 00:33:00"
"Cerveza Poker 330ml","Bebidas",9,951900.00,"2026-01-24 00:33:00"
"Papel Higienico Familia x4","Aseo",3,951900.00,"2026-01-24 00:33:00"
"Atun Van Camps 160g","Enlatados",4,951900.00,"2026-01-24 00:33:00"
"Sardina Isabel 170g","Enlatados",4,951900.00,"2026-01-24 00:33:00"
"Salchicha Ranchera x5","Enlatados",5,951900.00,"2026-01-24 00:33:00"
"Papas Margarita Natural 30g","Snacks",3,951900.00,"2026-01-24 00:33:00"
"Galletas Festival Chocolate","Snacks",4,951900.00,"2026-01-24 00:33:00"
"Chocolate Jet 50g","Snacks",3,951900.00,"2026-01-24 00:33:00"
"Chocoramo","Snacks",12,951900.00,"2026-01-24 00:33:00"
"Aceite Girasol 1L","Basicos hogar",12,951900.00,"2026-01-24 00:33:00"
"Azucar Manuelita 1Kg","Basicos hogar",11,951900.00,"2026-01-24 00:33:00"
"Panela redonda 500g","Basicos hogar",2,951900.00,"2026-01-24 00:33:00"
"Huevos x30 unidades","Basicos hogar",12,951900.00,"2026-01-24 00:33:00"
"Arroz Diana 1Kg","Granos y cereales",8,760000.00,"2026-01-22 15:34:00"
"Arroz Roa 5Kg","Granos y cereales",10,760000.00,"2026-01-22 15:34:00"
"Lentejas 500g","Granos y cereales",9,760000.00,"2026-01-22 15:34:00"
"Frijol rojo 500g","Granos y cereales",8,760000.00,"2026-01-22 15:34:00"
"Avena Quaker 400g","Granos y cereales",5,760000.00,"2026-01-22 15:34:00"
"Pasta Doria Espagueti 250g","Granos y cereales",5,760000.00,"2026-01-22 15:34:00"
"Leche Alqueria Entera 1L","Lacteos",8,760000.00,"2026-01-22 15:34:00"
"Leche Colanta Deslactosada 1L","Lacteos",9,760000.00,"2026-01-22 15:34:00"
"Yogurt Alpina 1L","Lacteos",4,760000.00,"2026-01-22 15:34:00"
"Coca-Cola 350ml","Bebidas",6,760000.00,"2026-01-22 15:34:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",4,760000.00,"2026-01-22 15:34:00"
"Agua Cristal 600ml","Bebidas",4,760000.00,"2026-01-22 15:34:00"
"Cerveza Poker 330ml","Bebidas",6,760000.00,"2026-01-22 15:34:00"
"Sardina Isabel 170g","Enlatados",1,760000.00,"2026-01-22 15:34:00"
"Frijoles enlatados Zenú 300g","Enlatados",4,760000.00,"2026-01-22 15:34:00"
"Maiz tierno Zenú 300g","Enlatados",1,760000.00,"2026-01-22 15:34:00"
"Papas Margarita Natural 30g","Snacks",5,760000.00,"2026-01-22 15:34:00"
"Galletas Festival Chocolate","Snacks",7,760000.00,"2026-01-22 15:34:00"
"Chocoramo","Snacks",10,760000.00,"2026-01-22 15:34:00"
"Aceite Girasol 1L","Basicos hogar",8,760000.00,"2026-01-22 15:34:00"
"Azucar Manuelita 1Kg","Basicos hogar",11,760000.00,"2026-01-22 15:34:00"
"Cafe Sello Rojo 250g","Basicos hogar",5,760000.00,"2026-01-22 15:34:00"
"Huevos x30 unidades","Basicos hogar",3,760000.00,"2026-01-22 15:34:00"
"Arroz Diana 1Kg","Granos y cereales",9,716300.00,"2026-01-21 20:49:00"
"Arroz Roa 5Kg","Granos y cereales",12,716300.00,"2026-01-21 20:49:00"
"Lentejas 500g","Granos y cereales",3,716300.00,"2026-01-21 20:49:00"
"Avena Quaker 400g","Granos y cereales",1,716300.00,"2026-01-21 20:49:00"
"Pasta Doria Espagueti 250g","Granos y cereales",7,716300.00,"2026-01-21 20:49:00"
"Harina de Trigo 1Kg","Granos y cereales",1,716300.00,"2026-01-21 20:49:00"
"Leche Alqueria Entera 1L","Lacteos",7,716300.00,"2026-01-21 20:49:00"
"Leche Colanta Deslactosada 1L","Lacteos",6,716300.00,"2026-01-21 20:49:00"
"Yogurt Alpina 1L","Lacteos",4,716300.00,"2026-01-21 20:49:00"
"Queso Campesino 500g","Lacteos",5,716300.00,"2026-01-21 20:49:00"
"Coca-Cola 350ml","Bebidas",6,716300.00,"2026-01-21 20:49:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",7,716300.00,"2026-01-21 20:49:00"
"Agua Cristal 600ml","Bebidas",5,716300.00,"2026-01-21 20:49:00"
"Cerveza Poker 330ml","Bebidas",5,716300.00,"2026-01-21 20:49:00"
"Papel Higienico Familia x4","Aseo",2,716300.00,"2026-01-21 20:49:00"
"Sardina Isabel 170g","Enlatados",2,716300.00,"2026-01-21 20:49:00"
"Papas Margarita Natural 30g","Snacks",9,716300.00,"2026-01-21 20:49:00"
"Galletas Festival Chocolate","Snacks",11,716300.00,"2026-01-21 20:49:00"
"Chocolate Jet 50g","Snacks",2,716300.00,"2026-01-21 20:49:00"
"Chocoramo","Snacks",9,716300.00,"2026-01-21 20:49:00"
"Azucar Manuelita 1Kg","Basicos hogar",7,716300.00,"2026-01-21 20:49:00"
"Cafe Sello Rojo 250g","Basicos hogar",5,716300.00,"2026-01-21 20:49:00"
"Huevos x30 unidades","Basicos hogar",5,716300.00,"2026-01-21 20:49:00"
"Chocoramo","Snacks",7,393000.00,"2026-01-21 01:47:00"
"Aceite Girasol 1L","Basicos hogar",12,393000.00,"2026-01-21 01:47:00"
"Azucar Manuelita 1Kg","Basicos hogar",10,393000.00,"2026-01-21 01:47:00"
"Cafe Sello Rojo 250g","Basicos hogar",12,393000.00,"2026-01-21 01:47:00"
"Huevos x30 unidades","Basicos hogar",8,393000.00,"2026-01-21 01:47:00"
"Arroz Diana 1Kg","Granos y cereales",9,390100.00,"2026-01-20 23:00:00"
"Arroz Roa 5Kg","Granos y cereales",10,390100.00,"2026-01-20 23:00:00"
"Lentejas 500g","Granos y cereales",9,390100.00,"2026-01-20 23:00:00"
"Frijol rojo 500g","Granos y cereales",7,390100.00,"2026-01-20 23:00:00"
"Avena Quaker 400g","Granos y cereales",5,390100.00,"2026-01-20 23:00:00"
"Pasta Doria Espagueti 250g","Granos y cereales",9,390100.00,"2026-01-20 23:00:00"
"Leche Alqueria Entera 1L","Lacteos",9,390100.00,"2026-01-20 23:00:00"
"Leche Colanta Deslactosada 1L","Lacteos",9,196600.00,"2026-01-20 14:56:00"
"Yogurt Alpina 1L","Lacteos",12,196600.00,"2026-01-20 14:56:00"
"Queso Campesino 500g","Lacteos",2,196600.00,"2026-01-20 14:56:00"
"Mantequilla 250g","Lacteos",1,196600.00,"2026-01-20 14:56:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",11,196600.00,"2026-01-20 14:56:00"
"Agua Cristal 600ml","Bebidas",10,196600.00,"2026-01-20 14:56:00"
"Cerveza Poker 330ml","Bebidas",8,196600.00,"2026-01-20 14:56:00"
"Papel Higienico Familia x4","Aseo",3,90400.00,"2026-01-20 12:48:00"
"Atun Van Camps 160g","Enlatados",5,90400.00,"2026-01-20 12:48:00"
"Sardina Isabel 170g","Enlatados",3,90400.00,"2026-01-20 12:48:00"
"Frijoles enlatados Zenú 300g","Enlatados",1,90400.00,"2026-01-20 12:48:00"
"Salchicha Ranchera x5","Enlatados",2,90400.00,"2026-01-20 12:48:00"
"Papas Margarita Natural 30g","Snacks",5,90400.00,"2026-01-20 12:48:00"
"Galletas Festival Chocolate","Snacks",4,90400.00,"2026-01-20 12:48:00"
"Aceite Girasol 1L","Basicos hogar",6,265600.00,"2026-01-20 00:25:00"
"Azucar Manuelita 1Kg","Basicos hogar",4,265600.00,"2026-01-20 00:25:00"
"Sal Refisal 1Kg","Basicos hogar",1,265600.00,"2026-01-20 00:25:00"
"Cafe Sello Rojo 250g","Basicos hogar",10,265600.00,"2026-01-20 00:25:00"
"Huevos x30 unidades","Basicos hogar",7,265600.00,"2026-01-20 00:25:00"
"Cerveza Poker 330ml","Bebidas",11,104700.00,"2026-01-20 00:18:00"
"Frijoles enlatados Zenú 300g","Enlatados",3,104700.00,"2026-01-20 00:18:00"
"Salchicha Ranchera x5","Enlatados",2,104700.00,"2026-01-20 00:18:00"
"Papas Margarita Natural 30g","Snacks",9,104700.00,"2026-01-20 00:18:00"
"Galletas Festival Chocolate","Snacks",6,104700.00,"2026-01-20 00:18:00"
"Chiclets Adams x3","Snacks",1,104700.00,"2026-01-20 00:18:00"
"Chocoramo","Snacks",10,104700.00,"2026-01-20 00:18:00"
"Yogurt Alpina 1L","Lacteos",7,127100.00,"2026-01-19 18:46:00"
"Queso Campesino 500g","Lacteos",4,127100.00,"2026-01-19 18:46:00"
"Mantequilla 250g","Lacteos",2,127100.00,"2026-01-19 18:46:00"
"Coca-Cola 350ml","Bebidas",4,127100.00,"2026-01-19 18:46:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",3,127100.00,"2026-01-19 18:46:00"
"Jugo Hit Naranja 1L","Bebidas",4,127100.00,"2026-01-19 18:46:00"
"Agua Cristal 600ml","Bebidas",9,127100.00,"2026-01-19 18:46:00"
"Arroz Diana 1Kg","Granos y cereales",4,295500.00,"2026-01-19 13:07:00"
"Arroz Roa 5Kg","Granos y cereales",8,295500.00,"2026-01-19 13:07:00"
"Lentejas 500g","Granos y cereales",11,295500.00,"2026-01-19 13:07:00"
"Frijol rojo 500g","Granos y cereales",4,295500.00,"2026-01-19 13:07:00"
"Harina de Trigo 1Kg","Granos y cereales",1,295500.00,"2026-01-19 13:07:00"
"Leche Alqueria Entera 1L","Lacteos",5,295500.00,"2026-01-19 13:07:00"
"Leche Colanta Deslactosada 1L","Lacteos",8,295500.00,"2026-01-19 13:07:00"
"Cerveza Poker 330ml","Bebidas",9,754900.00,"2026-01-18 18:08:00"
"Aguardiante Antioqueno 375ml","Bebidas",3,754900.00,"2026-01-18 18:08:00"
"Papel Higienico Familia x4","Aseo",3,754900.00,"2026-01-18 18:08:00"
"Cepillo de Dientes Colgate","Aseo",1,754900.00,"2026-01-18 18:08:00"
"Atun Van Camps 160g","Enlatados",5,754900.00,"2026-01-18 18:08:00"
"Sardina Isabel 170g","Enlatados",5,754900.00,"2026-01-18 18:08:00"
"Maiz tierno Zenú 300g","Enlatados",1,754900.00,"2026-01-18 18:08:00"
"Salchicha Ranchera x5","Enlatados",5,754900.00,"2026-01-18 18:08:00"
"Papas Margarita Natural 30g","Snacks",13,754900.00,"2026-01-18 18:08:00"
"Galletas Festival Chocolate","Snacks",8,754900.00,"2026-01-18 18:08:00"
"Chiclets Adams x3","Snacks",3,754900.00,"2026-01-18 18:08:00"
"Chocoramo","Snacks",8,754900.00,"2026-01-18 18:08:00"
"Aceite Girasol 1L","Basicos hogar",10,754900.00,"2026-01-18 18:08:00"
"Azucar Manuelita 1Kg","Basicos hogar",16,754900.00,"2026-01-18 18:08:00"
"Cafe Sello Rojo 250g","Basicos hogar",12,754900.00,"2026-01-18 18:08:00"
"Huevos x30 unidades","Basicos hogar",16,754900.00,"2026-01-18 18:08:00"
"Arroz Diana 1Kg","Granos y cereales",7,803000.00,"2026-01-18 17:51:00"
"Arroz Roa 5Kg","Granos y cereales",16,803000.00,"2026-01-18 17:51:00"
"Lentejas 500g","Granos y cereales",14,803000.00,"2026-01-18 17:51:00"
"Frijol rojo 500g","Granos y cereales",14,803000.00,"2026-01-18 17:51:00"
"Avena Quaker 400g","Granos y cereales",7,803000.00,"2026-01-18 17:51:00"
"Pasta Doria Espagueti 250g","Granos y cereales",8,803000.00,"2026-01-18 17:51:00"
"Harina de Trigo 1Kg","Granos y cereales",1,803000.00,"2026-01-18 17:51:00"
"Leche Alqueria Entera 1L","Lacteos",13,803000.00,"2026-01-18 17:51:00"
"Leche Colanta Deslactosada 1L","Lacteos",4,803000.00,"2026-01-18 17:51:00"
"Yogurt Alpina 1L","Lacteos",14,803000.00,"2026-01-18 17:51:00"
"Queso Campesino 500g","Lacteos",3,803000.00,"2026-01-18 17:51:00"
"Mantequilla 250g","Lacteos",4,803000.00,"2026-01-18 17:51:00"
"Coca-Cola 350ml","Bebidas",10,803000.00,"2026-01-18 17:51:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",13,803000.00,"2026-01-18 17:51:00"
"Jugo Hit Naranja 1L","Bebidas",4,803000.00,"2026-01-18 17:51:00"
"Agua Cristal 600ml","Bebidas",12,803000.00,"2026-01-18 17:51:00"
"Arroz Diana 1Kg","Granos y cereales",7,546300.00,"2026-01-17 14:53:00"
"Arroz Roa 5Kg","Granos y cereales",5,546300.00,"2026-01-17 14:53:00"
"Lentejas 500g","Granos y cereales",7,546300.00,"2026-01-17 14:53:00"
"Frijol rojo 500g","Granos y cereales",16,546300.00,"2026-01-17 14:53:00"
"Avena Quaker 400g","Granos y cereales",5,546300.00,"2026-01-17 14:53:00"
"Pasta Doria Espagueti 250g","Granos y cereales",14,546300.00,"2026-01-17 14:53:00"
"Harina de Trigo 1Kg","Granos y cereales",5,546300.00,"2026-01-17 14:53:00"
"Leche Alqueria Entera 1L","Lacteos",7,546300.00,"2026-01-17 14:53:00"
"Leche Colanta Deslactosada 1L","Lacteos",4,546300.00,"2026-01-17 14:53:00"
"Yogurt Alpina 1L","Lacteos",14,546300.00,"2026-01-17 14:53:00"
"Queso Campesino 500g","Lacteos",1,546300.00,"2026-01-17 14:53:00"
"Mantequilla 250g","Lacteos",5,546300.00,"2026-01-17 14:53:00"
"Coca-Cola 350ml","Bebidas",10,546300.00,"2026-01-17 14:53:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",14,546300.00,"2026-01-17 14:53:00"
"Jugo Hit Naranja 1L","Bebidas",5,546300.00,"2026-01-17 14:53:00"
"Agua Cristal 600ml","Bebidas",4,546300.00,"2026-01-17 14:53:00"
"Cerveza Poker 330ml","Bebidas",7,577000.00,"2026-01-17 13:47:00"
"Detergente Fab 1Kg","Aseo",1,577000.00,"2026-01-17 13:47:00"
"Papel Higienico Familia x4","Aseo",7,577000.00,"2026-01-17 13:47:00"
"Cloro Blancox 500ml","Aseo",1,577000.00,"2026-01-17 13:47:00"
"Atun Van Camps 160g","Enlatados",4,577000.00,"2026-01-17 13:47:00"
"Sardina Isabel 170g","Enlatados",7,577000.00,"2026-01-17 13:47:00"
"Frijoles enlatados Zenú 300g","Enlatados",4,577000.00,"2026-01-17 13:47:00"
"Salchicha Ranchera x5","Enlatados",7,577000.00,"2026-01-17 13:47:00"
"Papas Margarita Natural 30g","Snacks",10,577000.00,"2026-01-17 13:47:00"
"Galletas Festival Chocolate","Snacks",7,577000.00,"2026-01-17 13:47:00"
"Chocolate Jet 50g","Snacks",5,577000.00,"2026-01-17 13:47:00"
"Chocoramo","Snacks",16,577000.00,"2026-01-17 13:47:00"
"Aceite Girasol 1L","Basicos hogar",7,577000.00,"2026-01-17 13:47:00"
"Azucar Manuelita 1Kg","Basicos hogar",13,577000.00,"2026-01-17 13:47:00"
"Cafe Sello Rojo 250g","Basicos hogar",7,577000.00,"2026-01-17 13:47:00"
"Huevos x30 unidades","Basicos hogar",9,577000.00,"2026-01-17 13:47:00"
"Arroz Diana 1Kg","Granos y cereales",15,758400.00,"2026-01-16 23:04:00"
"Arroz Roa 5Kg","Granos y cereales",17,758400.00,"2026-01-16 23:04:00"
"Lentejas 500g","Granos y cereales",4,758400.00,"2026-01-16 23:04:00"
"Frijol rojo 500g","Granos y cereales",4,758400.00,"2026-01-16 23:04:00"
"Avena Quaker 400g","Granos y cereales",1,758400.00,"2026-01-16 23:04:00"
"Pasta Doria Espagueti 250g","Granos y cereales",13,758400.00,"2026-01-16 23:04:00"
"Harina de Trigo 1Kg","Granos y cereales",6,758400.00,"2026-01-16 23:04:00"
"Leche Alqueria Entera 1L","Lacteos",6,758400.00,"2026-01-16 23:04:00"
"Leche Colanta Deslactosada 1L","Lacteos",14,758400.00,"2026-01-16 23:04:00"
"Yogurt Alpina 1L","Lacteos",17,758400.00,"2026-01-16 23:04:00"
"Queso Campesino 500g","Lacteos",3,758400.00,"2026-01-16 23:04:00"
"Coca-Cola 350ml","Bebidas",7,758400.00,"2026-01-16 23:04:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",4,758400.00,"2026-01-16 23:04:00"
"Jugo Hit Naranja 1L","Bebidas",1,758400.00,"2026-01-16 23:04:00"
"Agua Cristal 600ml","Bebidas",15,758400.00,"2026-01-16 23:04:00"
"Cerveza Poker 330ml","Bebidas",7,764300.00,"2026-01-16 19:04:00"
"Papel Higienico Familia x4","Aseo",7,764300.00,"2026-01-16 19:04:00"
"Atun Van Camps 160g","Enlatados",7,764300.00,"2026-01-16 19:04:00"
"Sardina Isabel 170g","Enlatados",1,764300.00,"2026-01-16 19:04:00"
"Frijoles enlatados Zenú 300g","Enlatados",6,764300.00,"2026-01-16 19:04:00"
"Salchicha Ranchera x5","Enlatados",7,764300.00,"2026-01-16 19:04:00"
"Papas Margarita Natural 30g","Snacks",14,764300.00,"2026-01-16 19:04:00"
"Galletas Festival Chocolate","Snacks",8,764300.00,"2026-01-16 19:04:00"
"Chocolate Jet 50g","Snacks",6,764300.00,"2026-01-16 19:04:00"
"Chocoramo","Snacks",15,764300.00,"2026-01-16 19:04:00"
"Aceite Girasol 1L","Basicos hogar",14,764300.00,"2026-01-16 19:04:00"
"Azucar Manuelita 1Kg","Basicos hogar",10,764300.00,"2026-01-16 19:04:00"
"Cafe Sello Rojo 250g","Basicos hogar",14,764300.00,"2026-01-16 19:04:00"
"Panela redonda 500g","Basicos hogar",1,764300.00,"2026-01-16 19:04:00"
"Huevos x30 unidades","Basicos hogar",14,764300.00,"2026-01-16 19:04:00"
"Yogurt Alpina 1L","Lacteos",17,316100.00,"2026-01-16 01:26:00"
"Queso Campesino 500g","Lacteos",6,316100.00,"2026-01-16 01:26:00"
"Mantequilla 250g","Lacteos",6,316100.00,"2026-01-16 01:26:00"
"Coca-Cola 350ml","Bebidas",14,316100.00,"2026-01-16 01:26:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",17,316100.00,"2026-01-16 01:26:00"
"Jugo Hit Naranja 1L","Bebidas",4,316100.00,"2026-01-16 01:26:00"
"Agua Cristal 600ml","Bebidas",7,316100.00,"2026-01-16 01:26:00"
"Cerveza Poker 330ml","Bebidas",14,316100.00,"2026-01-16 01:26:00"
"Detergente Fab 1Kg","Aseo",1,162000.00,"2026-01-15 22:18:00"
"Papel Higienico Familia x4","Aseo",7,162000.00,"2026-01-15 22:18:00"
"Cepillo de Dientes Colgate","Aseo",3,162000.00,"2026-01-15 22:18:00"
"Frijoles enlatados Zenú 300g","Enlatados",7,162000.00,"2026-01-15 22:18:00"
"Salchicha Ranchera x5","Enlatados",6,162000.00,"2026-01-15 22:18:00"
"Papas Margarita Natural 30g","Snacks",11,162000.00,"2026-01-15 22:18:00"
"Galletas Festival Chocolate","Snacks",8,162000.00,"2026-01-15 22:18:00"
"Chocolate Jet 50g","Snacks",3,162000.00,"2026-01-15 22:18:00"
"Arroz Diana 1Kg","Granos y cereales",15,416100.00,"2026-01-15 20:03:00"
"Arroz Roa 5Kg","Granos y cereales",7,416100.00,"2026-01-15 20:03:00"
"Lentejas 500g","Granos y cereales",14,416100.00,"2026-01-15 20:03:00"
"Frijol rojo 500g","Granos y cereales",11,416100.00,"2026-01-15 20:03:00"
"Pasta Doria Espagueti 250g","Granos y cereales",8,416100.00,"2026-01-15 20:03:00"
"Harina de Trigo 1Kg","Granos y cereales",3,416100.00,"2026-01-15 20:03:00"
"Leche Alqueria Entera 1L","Lacteos",11,416100.00,"2026-01-15 20:03:00"
"Leche Colanta Deslactosada 1L","Lacteos",7,416100.00,"2026-01-15 20:03:00"
"Chiclets Adams x3","Snacks",1,287800.00,"2026-01-15 16:14:00"
"Chocoramo","Snacks",10,287800.00,"2026-01-15 16:14:00"
"Aceite Girasol 1L","Basicos hogar",6,287800.00,"2026-01-15 16:14:00"
"Azucar Manuelita 1Kg","Basicos hogar",4,287800.00,"2026-01-15 16:14:00"
"Cafe Sello Rojo 250g","Basicos hogar",4,287800.00,"2026-01-15 16:14:00"
"Huevos x30 unidades","Basicos hogar",10,287800.00,"2026-01-15 16:14:00"
"Atun Van Camps 160g","Enlatados",2,296800.00,"2026-01-14 18:52:00"
"Sardina Isabel 170g","Enlatados",2,296800.00,"2026-01-14 18:52:00"
"Papas Margarita Natural 30g","Snacks",9,296800.00,"2026-01-14 18:52:00"
"Galletas Festival Chocolate","Snacks",3,296800.00,"2026-01-14 18:52:00"
"Chocolate Jet 50g","Snacks",5,296800.00,"2026-01-14 18:52:00"
"Chocoramo","Snacks",7,296800.00,"2026-01-14 18:52:00"
"Aceite Girasol 1L","Basicos hogar",6,296800.00,"2026-01-14 18:52:00"
"Azucar Manuelita 1Kg","Basicos hogar",5,296800.00,"2026-01-14 18:52:00"
"Cafe Sello Rojo 250g","Basicos hogar",6,296800.00,"2026-01-14 18:52:00"
"Panela redonda 500g","Basicos hogar",4,296800.00,"2026-01-14 18:52:00"
"Huevos x30 unidades","Basicos hogar",6,296800.00,"2026-01-14 18:52:00"
"Arroz Diana 1Kg","Granos y cereales",10,418600.00,"2026-01-14 17:07:00"
"Arroz Roa 5Kg","Granos y cereales",8,418600.00,"2026-01-14 17:07:00"
"Frijol rojo 500g","Granos y cereales",7,418600.00,"2026-01-14 17:07:00"
"Pasta Doria Espagueti 250g","Granos y cereales",11,418600.00,"2026-01-14 17:07:00"
"Harina de Trigo 1Kg","Granos y cereales",4,418600.00,"2026-01-14 17:07:00"
"Leche Alqueria Entera 1L","Lacteos",12,418600.00,"2026-01-14 17:07:00"
"Yogurt Alpina 1L","Lacteos",9,418600.00,"2026-01-14 17:07:00"
"Mantequilla 250g","Lacteos",1,418600.00,"2026-01-14 17:07:00"
"Coca-Cola 350ml","Bebidas",6,418600.00,"2026-01-14 17:07:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",3,418600.00,"2026-01-14 17:07:00"
"Agua Cristal 600ml","Bebidas",5,418600.00,"2026-01-14 17:07:00"
"Cerveza Poker 330ml","Bebidas",3,418600.00,"2026-01-14 17:07:00"
"Arroz Diana 1Kg","Granos y cereales",11,574000.00,"2026-01-13 19:30:00"
"Arroz Roa 5Kg","Granos y cereales",4,574000.00,"2026-01-13 19:30:00"
"Lentejas 500g","Granos y cereales",11,574000.00,"2026-01-13 19:30:00"
"Frijol rojo 500g","Granos y cereales",9,574000.00,"2026-01-13 19:30:00"
"Avena Quaker 400g","Granos y cereales",1,574000.00,"2026-01-13 19:30:00"
"Pasta Doria Espagueti 250g","Granos y cereales",4,574000.00,"2026-01-13 19:30:00"
"Leche Alqueria Entera 1L","Lacteos",7,574000.00,"2026-01-13 19:30:00"
"Leche Colanta Deslactosada 1L","Lacteos",9,574000.00,"2026-01-13 19:30:00"
"Yogurt Alpina 1L","Lacteos",5,574000.00,"2026-01-13 19:30:00"
"Queso Campesino 500g","Lacteos",2,574000.00,"2026-01-13 19:30:00"
"Coca-Cola 350ml","Bebidas",12,574000.00,"2026-01-13 19:30:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",11,574000.00,"2026-01-13 19:30:00"
"Agua Cristal 600ml","Bebidas",4,574000.00,"2026-01-13 19:30:00"
"Cerveza Poker 330ml","Bebidas",10,574000.00,"2026-01-13 19:30:00"
"Cepillo de Dientes Colgate","Aseo",1,574000.00,"2026-01-13 19:30:00"
"Atun Van Camps 160g","Enlatados",2,574000.00,"2026-01-13 19:30:00"
"Sardina Isabel 170g","Enlatados",1,574000.00,"2026-01-13 19:30:00"
"Frijoles enlatados Zenú 300g","Enlatados",1,574000.00,"2026-01-13 19:30:00"
"Salchicha Ranchera x5","Enlatados",1,574000.00,"2026-01-13 19:30:00"
"Papas Margarita Natural 30g","Snacks",3,574000.00,"2026-01-13 19:30:00"
"Galletas Festival Chocolate","Snacks",11,574000.00,"2026-01-13 19:30:00"
"Chocoramo","Snacks",12,574000.00,"2026-01-13 19:30:00"
"Azucar Manuelita 1Kg","Basicos hogar",8,574000.00,"2026-01-13 19:30:00"
"Cafe Sello Rojo 250g","Basicos hogar",4,574000.00,"2026-01-13 19:30:00"
"Arroz Roa 5Kg","Granos y cereales",8,432900.00,"2026-01-13 01:43:00"
"Lentejas 500g","Granos y cereales",5,432900.00,"2026-01-13 01:43:00"
"Frijol rojo 500g","Granos y cereales",10,432900.00,"2026-01-13 01:43:00"
"Pasta Doria Espagueti 250g","Granos y cereales",9,432900.00,"2026-01-13 01:43:00"
"Leche Alqueria Entera 1L","Lacteos",7,432900.00,"2026-01-13 01:43:00"
"Leche Colanta Deslactosada 1L","Lacteos",11,432900.00,"2026-01-13 01:43:00"
"Yogurt Alpina 1L","Lacteos",12,432900.00,"2026-01-13 01:43:00"
"Queso Campesino 500g","Lacteos",5,432900.00,"2026-01-13 01:43:00"
"Mantequilla 250g","Lacteos",4,121000.00,"2026-01-12 21:19:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",4,121000.00,"2026-01-12 21:19:00"
"Agua Cristal 600ml","Bebidas",10,121000.00,"2026-01-12 21:19:00"
"Cerveza Poker 330ml","Bebidas",12,121000.00,"2026-01-12 21:19:00"
"Cloro Blancox 500ml","Aseo",2,121000.00,"2026-01-12 21:19:00"
"Sardina Isabel 170g","Enlatados",2,121000.00,"2026-01-12 21:19:00"
"Papas Margarita Natural 30g","Snacks",8,121000.00,"2026-01-12 21:19:00"
"Galletas Festival Chocolate","Snacks",8,121000.00,"2026-01-12 21:19:00"
"Chocolate Jet 50g","Snacks",3,275700.00,"2026-01-12 19:37:00"
"Chocoramo","Snacks",8,275700.00,"2026-01-12 19:37:00"
"Aceite Girasol 1L","Basicos hogar",7,275700.00,"2026-01-12 19:37:00"
"Azucar Manuelita 1Kg","Basicos hogar",3,275700.00,"2026-01-12 19:37:00"
"Cafe Sello Rojo 250g","Basicos hogar",12,275700.00,"2026-01-12 19:37:00"
"Huevos x30 unidades","Basicos hogar",5,275700.00,"2026-01-12 19:37:00"
